FID,Id,Site,Circrat,Date,Spec_Code,ColonyID,PatchID,PatchName,Poly_Area,Poly_Perim,LinkTP_Bac,LinkTP_For,Notes,TimePt,Shape_Leng,Shape_Area
147,0,OAH22,17,10/04/2018,PMEA, ,124,OAH22_17_10/04/2018_PMEA_0124,0.020722542092000,0.717351511875000,130,NA,Hole in CO model,2,0.717272676416000,0.020721204934200
148,0,OAH22,16,10/04/2018,PMEA, ,121,OAH22_16_10/04/2018_PMEA_0121,0.011992684088000,0.484644953703000,128,117, ,2,0.484590421506000,0.011997724984000
149,0,OAH22,14,10/04/2018,PMEA, ,123,OAH22_14_10/04/2018_PMEA_0123,0.024352874946300,0.641306824352000,129,118, ,2,0.641148578764000,0.024355649978400
150,0,OAH22,16,10/04/2018,PMEA, ,122,OAH22_16_10/04/2018_PMEA_0122,0.026466786695600,0.776043500589000,127,116, ,2,0.776193271739000,0.026466839978900
151,0,OAH22,13,10/04/2018,PMEA, ,125,OAH22_13_10/04/2018_PMEA_0125,0.019061040568600,0.531121164294000,131,119, ,2,0.530975798105000,0.019064510054600
152,0,OAH22,2,10/04/2018,POSP, ,205,OAH22_02_10/04/2018_POSP_0205,0.230777092057000,3.624948844680000,"154,160,161",276, ,2,3.625075640200000,0.230782220050000
153,0,OAH22,2,10/04/2018,POSP, ,206,OAH22_02_10/04/2018_POSP_0206,0.003561940059720,0.228135093121000,179,274, ,2,0.228183480705000,0.003561524968900
154,0,OAH22,2,10/04/2018,POSP, ,207,OAH22_02_10/04/2018_POSP_0207,0.009869145428270,0.397026111855000,155,275, ,2,0.396974328694000,0.009873024999350
155,0,OAH22,2,10/04/2018,POSP, ,208,OAH22_02_10/04/2018_POSP_0208,0.010301620330200,0.617091768441000,"156,157,158",282, ,2,0.616930139127000,0.010300689983000
156,0,OAH22,2,10/04/2018,POSP, ,209,OAH22_02_10/04/2018_POSP_0209,0.000909908421195,0.111090735571000,177,285, ,2,0.111042979963000,0.000910069985997
157,0,OAH22,2,10/04/2018,POSP, ,211,OAH22_02_10/04/2018_POSP_0211,0.001400722002780,0.141330009874000,174,283, ,2,0.141346718924000,0.001400209971530
158,0,OAH22,2,10/04/2018,POSP, ,212,OAH22_02_10/04/2018_POSP_0212,0.002037581822290,0.167439431692000,174,281, ,2,0.167490804401000,0.002038444989710
159,0,OAH22,2,10/04/2018,POSP, ,213,OAH22_02_10/04/2018_POSP_0213,0.017710166806200,0.552350273852000,-99,284,Recruitment,2,0.552415614305000,0.017708194885000
160,0,OAH22,2,10/04/2018,POSP, ,214,OAH22_02_10/04/2018_POSP_0214,0.000923800911727,0.110380601332000,177,278, ,2,0.110462821686000,0.000925224996023
161,0,OAH22,6,10/04/2018,POSP, ,215,OAH22_06_10/04/2018_POSP_0215,0.012056123766400,0.461114195673000,185,300, ,2,0.460992099356000,0.012054920019100
162,0,OAH22,6,10/04/2018,POSP, ,216,OAH22_06_10/04/2018_POSP_0216,0.002073923448370,0.168354832828000,-99,286,Recruitment,2,0.168376177441000,0.002074044957280
163,0,OAH22,6,10/04/2018,POSP, ,217,OAH22_06_10/04/2018_POSP_0217,0.004384565353750,0.253191229293000,162,287, ,2,0.253210615852000,0.004385035009960
164,0,OAH22,6,10/04/2018,POSP, ,218,OAH22_06_10/04/2018_POSP_0218,0.000569417446508,0.100347690307000,-99,288,Recruitment,2,0.100229057406000,0.000569945004229
165,0,OAH22,6,10/04/2018,POSP, ,219,OAH22_06_10/04/2018_POSP_0219,0.022344057709800,0.625048565646000,186,291, ,2,0.625111399939000,0.022344320035100
166,0,OAH22,6,10/04/2018,POSP, ,220,OAH22_06_10/04/2018_POSP_0220,0.006965905611110,0.366796669138000,182,292, ,2,0.366802030500000,0.006963275056230
167,0,OAH22,6,10/04/2018,POSP, ,221,OAH22_06_10/04/2018_POSP_0221,0.000872913668458,0.110867774219000,165,296, ,2,0.110854466744000,0.000872935008366
168,0,OAH22,6,10/04/2018,POSP, ,222,OAH22_06_10/04/2018_POSP_0222,0.000207500638184,0.055056735323400,-99,293,Recruitment,2,0.055092281282700,0.000207654996577
169,0,OAH22,6,10/04/2018,POSP, ,223,OAH22_06_10/04/2018_POSP_0223,0.000129534922685,0.044121914635200,-99,301,Recruitment,2,0.044082227535500,0.000129304996270
170,0,OAH22,6,10/04/2018,POSP, ,224,OAH22_06_10/04/2018_POSP_0224,0.000036384900633,0.024895649944600,-99,294,Recruitment,2,0.025091626164300,0.000036959995502
171,0,OAH22,6,10/04/2018,POSP, ,225,OAH22_06_10/04/2018_POSP_0225,0.002462763647120,0.212160854114000,"166,167",297, ,2,0.212043135898000,0.002463734991750
172,0,OAH22,2,10/04/2018,POSP, ,226,OAH22_02_10/04/2018_POSP_0226,0.090170207282300,2.221742671530000,177,298, ,2,2.221949659390000,0.090179030011300
173,0,OAH22,2,10/04/2018,POSP, ,227,OAH22_02_10/04/2018_POSP_0227,0.020295884550500,0.882659371528000,"164,348",299, ,2,0.882743683904000,0.020295760062400
174,0,OAH22,6,10/04/2018,POSP, ,228,OAH22_06_10/04/2018_POSP_0228,0.013144882660700,0.477620108480000,"183,184",289, ,2,0.477515882715000,0.013146024947100
175,0,OAH22,6,10/04/2018,POSP, ,229,OAH22_06_10/04/2018_POSP_0229,0.010146780399600,0.639625871494000,178,290, ,2,0.639389619712000,0.010144890008100
176,0,OAH22,6,10/04/2018,POSP, ,230,OAH22_06_10/04/2018_POSP_0230,0.005084605230190,0.421867914428000,"168,169,171,172",295, ,2,0.421982921759000,0.005085370010360
177,0,OAH22,6,10/04/2018,POSP, ,231,OAH22_06_10/04/2018_POSP_0231,0.000648627766586,0.106948635978000,-99,303,Recruitment,2,0.107002561769000,0.000649354997023
178,0,OAH22,6,10/04/2018,POSP, ,232,OAH22_06_10/04/2018_POSP_0232,0.007522202248090,0.393592029660000,176,302, ,2,0.393958511458000,0.007519320014730
179,0,OAH22,6,10/04/2018,POSP, ,233,OAH22_06_10/04/2018_POSP_0233,0.036476111698200,0.769726743821000,349,304, ,2,0.769752235979000,0.036479700079300
180,0,OAH22,3,10/04/2018,POSP, ,234,OAH22_03_10/04/2018_POSP_0234,0.022804002006100,0.644010443773000,190,307, ,2,0.644019574100000,0.022810130000100
181,0,OAH22,3,10/04/2018,POSP, ,236,OAH22_03_10/04/2018_POSP_0236,0.011946639853900,0.645113632297000,"194,195",306, ,2,0.645312553974000,0.011948394958600
182,0,OAH22,3,10/04/2018,POSP, ,238,OAH22_03_10/04/2018_POSP_0238,0.015928679717600,0.540121535104000,188,305, ,2,0.540075504142000,0.015927494976700
183,0,OAH22,3,10/04/2018,POSP, ,239,OAH22_03_10/04/2018_POSP_0239,0.021931937792000,0.717277660687000,"189,197,198",313, ,2,0.717176786500000,0.021933280001600
184,0,OAH22,3,10/04/2018,POSP, ,240,OAH22_03_10/04/2018_POSP_0240,0.001009247334620,0.123634634803000,203,308, ,2,0.123660293346000,0.001009720001250
185,0,OAH22,3,10/04/2018,POSP, ,241,OAH22_03_10/04/2018_POSP_0241,0.014324758295800,0.501579322171000,191,310, ,2,0.501323097018000,0.014321970030100
186,0,OAH22,3,10/04/2018,POSP, ,242,OAH22_03_10/04/2018_POSP_0242,0.012436446659900,0.483221842667000,196,312, ,2,0.483123237489000,0.012437630011300
187,0,OAH22,3,10/04/2018,POSP, ,243,OAH22_03_10/04/2018_POSP_0243,0.010385305336900,0.426060142514000,193,309, ,2,0.426245937999000,0.010383399942400
188,0,OAH22,3,10/04/2018,POSP, ,244,OAH22_03_10/04/2018_POSP_0244,0.006242564536240,0.335975673534000,201,315, ,2,0.335869010250000,0.006239599993330
189,0,OAH22,3,10/04/2018,POSP, ,245,OAH22_03_10/04/2018_POSP_0245,0.001210600570410,0.148141843010000,"200,204",316, ,2,0.148099064722000,0.001209245011010
190,0,OAH22,3,10/04/2018,POSP, ,246,OAH22_03_10/04/2018_POSP_0246,0.032222787803900,0.811440515236000,192,318, ,2,0.811446380823000,0.032223730092200
191,0,OAH22,3,10/04/2018,POSP, ,247,OAH22_03_10/04/2018_POSP_0247,0.002913746804850,0.238935100769000,202,317, ,2,0.238851984819000,0.002910715002570
192,0,OAH22,4,10/04/2018,POSP, ,248,OAH22_04_10/04/2018_POSP_0248,0.001468311915190,0.148119502718000,143,332, ,2,0.148171489889000,0.001467749998280
193,0,OAH22,4,10/04/2018,POSP, ,249,OAH22_04_10/04/2018_POSP_0249,0.001579895374410,0.157874543780000,141,338, ,2,0.157966027237000,0.001579519977430
194,0,OAH22,4,10/04/2018,POSP, ,250,OAH22_04_10/04/2018_POSP_0250,0.013222517398800,0.479748036739000,142,337, ,2,0.479775573414000,0.013220870000000
195,0,OAH22,4,10/04/2018,POSP, ,251,OAH22_04_10/04/2018_POSP_0251,0.008003864382100,0.529982785158000,141,322, ,2,0.529982471893000,0.008002140040040
196,0,OAH22,4,10/04/2018,POSP, ,252,OAH22_04_10/04/2018_POSP_0252,0.005382715856950,0.305011223310000,142,325, ,2,0.305096196200000,0.005385154975650
197,0,OAH22,4,10/04/2018,POSP, ,253,OAH22_04_10/04/2018_POSP_0253,0.015936284109200,0.760458224039000,152,323, ,2,0.760685667376000,0.015936985029900
198,0,OAH22,4,10/04/2018,POSP, ,254,OAH22_04_10/04/2018_POSP_0254,0.000753356590133,0.116401631847000,149,328, ,2,0.116433025825000,0.000754765017758
199,0,OAH22,4,10/04/2018,POSP, ,255,OAH22_04_10/04/2018_POSP_0255,0.000696180756040,0.106935305101000,-99,339,Recruitment,2,0.106740534843000,0.000695120012901
200,0,OAH22,4,10/04/2018,POSP, ,256,OAH22_04_10/04/2018_POSP_0256,0.000227767766330,0.063264268755800,149,333, ,2,0.063325753368100,0.000228125004936
201,0,OAH22,4,10/04/2018,POSP, ,257,OAH22_04_10/04/2018_POSP_0257,0.001124342297040,0.129736070421000,149,331, ,2,0.129683197262000,0.001122595000160
202,0,OAH22,4,10/04/2018,POSP, ,258,OAH22_04_10/04/2018_POSP_0258,0.090344954922900,2.779277965900000,"134,149",334, ,2,2.779643249670000,0.090346244989700
203,0,OAH22,4,10/04/2018,POSP, ,259,OAH22_04_10/04/2018_POSP_0259,0.000471464866845,0.081050406369600,-99,324,Recruitment,2,0.080990429993000,0.000471185007467
204,0,OAH22,4,10/04/2018,POSP, ,260,OAH22_04_10/04/2018_POSP_0260,0.000540709589767,0.092989339010400,"134,149",330, ,2,0.093139136994000,0.000542589997701
205,0,OAH22,4,10/04/2018,POSP, ,261,OAH22_04_10/04/2018_POSP_0261,0.000968984283398,0.124878611088000,149,327, ,2,0.124995023949000,0.000968379996694
206,0,OAH22,4,10/04/2018,POSP, ,262,OAH22_04_10/04/2018_POSP_0262,0.000942104736879,0.138975187171000,-99,319,Recruitment,2,0.139009492224000,0.000941674979063
207,0,OAH22,4,10/04/2018,POSP, ,263,OAH22_04_10/04/2018_POSP_0263,0.001556351909870,0.153321070225000,"137,150",336, ,2,0.153426271482000,0.001558380019490
208,0,OAH22,4,10/04/2018,POSP, ,264,OAH22_04_10/04/2018_POSP_0264,0.037778796852700,1.992715306980000,153,329, ,2,1.992880994480000,0.037773440185200
209,0,OAH22,4,10/04/2018,POSP, ,265,OAH22_04_10/04/2018_POSP_0265,0.029685530667400,0.813382584624000,138,320, ,2,0.813293286227000,0.029681445030400
210,0,OAH22,4,10/04/2018,POSP, ,266,OAH22_04_10/04/2018_POSP_0266,0.015227933564400,0.546051857164000,142,326, ,2,0.546076937622000,0.015226219988500
211,0,OAH22,4,10/04/2018,POSP, ,267,OAH22_04_10/04/2018_POSP_0267,0.000978623160003,0.176295059854000,-99,335,Recruitment,2,0.176363143638000,0.000978439993388
212,0,OAH22,4,10/04/2018,POSP, ,268,OAH22_04_10/04/2018_POSP_0268,0.000445762660092,0.098886537380300,139,340, ,2,0.098952316861800,0.000445814990144
213,0,OAH22,4,10/04/2018,POSP, ,269,OAH22_04_10/04/2018_POSP_0269,0.008273032247380,0.380996650092000,145,343, ,2,0.381048252835000,0.008270249994580
214,0,OAH22,4,10/04/2018,POSP, ,270,OAH22_04_10/04/2018_POSP_0270,0.022111736481300,0.729438234699000,145,344, ,2,0.729371545982000,0.022117215033600
215,0,OAH22,4,10/04/2018,POSP, ,271,OAH22_04_10/04/2018_POSP_0271,0.081367024903000,2.294648630470000,148,342, ,2,2.294862995550000,0.081364384975000
216,0,OAH22,4,10/04/2018,POSP, ,272,OAH22_04_10/04/2018_POSP_0272,0.052930159081600,1.077065152780000,"144,146,147",341, ,2,1.077034301040000,0.052925389925500
217,0,OAH22,3,10/04/2018,PMEA, ,273,OAH22_03_10/04/2018_PMEA_0273,0.021134154499000,0.637767767649000,199,345, ,2,0.637985979348000,0.021135989998400
218,0,OAH22,2,10/04/2018,POSP, ,346,OAH22_02_10/04/2018_POSP_0346,0.000516393490615,0.110630591921000,175,279, ,2,0.110606983935000,0.000516775021611
219,0,OAH22,2,10/04/2018,POSP, ,347,OAH22_02_10/04/2018_POSP_0347,0.000078050315635,0.033376214727800,-99,280,Recruitment,2,0.033302892835200,0.000077615006901
220,0,OAH22,1,10/04/2018,MOSP, ,54,OAH22_01_10/04/2018_MOSP_0054,0.016430754832500,0.787526620188000,"7,11",86, ,2,0.787249601293000,0.016423615016300
221,0,OAH22,1,10/04/2018,PMEA, ,78,OAH22_01_10/04/2018_PMEA_0078,0.038074435937300,0.907440075741000,49, , ,3,0.907438002828000,0.038077250121900
222,0,OAH22,1,10/04/2018,PMEA, ,79,OAH22_01_10/04/2018_PMEA_0079,0.024369279129700,0.661075497939000,51, , ,3,0.660848437723000,0.024365060010100
223,0,OAH22,1,10/04/2018,PLIC, ,80,OAH22_01_10/04/2018_PLIC_0080,0.000624557078756,0.109537363656000,43, , ,3,0.109564552425000,0.000625149974484
224,0,OAH22,1,10/04/2018,PLIC, ,81,OAH22_01_10/04/2018_PLIC_0081,0.001956827081420,0.192580361415000,44, , ,3,0.192543461803000,0.001957350021410
225,0,OAH22,1,10/04/2018,MOSP, ,82,OAH22_01_10/04/2018_MOSP_0082,0.001151295769500,0.156291461743000,41, , ,3,0.156438006061000,0.001152295022100
226,0,OAH22,1,10/04/2018,PLIC, ,83,OAH22_01_10/04/2018_PLIC_0083,0.014548581764000,0.642232900041000,45, , ,3,0.642586006400000,0.014548924909500
227,0,OAH22,1,10/04/2018,MFLA, ,84,OAH22_01_10/04/2018_MFLA_0084,0.002041461704350,0.230279272971000,53, , ,3,0.230278723404000,0.002039550001790
228,0,OAH22,1,10/04/2018,MFLA, ,85,OAH22_01_10/04/2018_MFLA_0085,0.001024547822250,0.171126847749000,50, , ,3,0.171073987270000,0.001024239968680
229,0,OAH22,1,10/04/2018,MFLA, ,87,OAH22_01_10/04/2018_MFLA_0087,0.003446178951440,0.337938993336000,52, , ,3,0.337841381719000,0.003446464990400
230,0,OAH22,1,10/04/2018,PMEA, ,88,OAH22_01_10/04/2018_PMEA_0088,0.012318856557200,0.744880640551000,39, , ,3,0.744961617011000,0.012317670020900
231,0,OAH22,1,10/04/2018,MFLA, ,89,OAH22_01_10/04/2018_MFLA_0089,0.000332523822847,0.077362378886800,57, , ,3,0.077428905986000,0.000332119992388
232,0,OAH22,1,10/04/2018,MOSP, ,90,OAH22_01_10/04/2018_MOSP_0090,0.031479703063700,0.975773516419000,56, , ,3,0.976103945632000,0.031481145072900
233,0,OAH22,1,10/04/2018,MPAT, ,91,OAH22_01_10/04/2018_MPAT_0091,0.005115424839300,0.360462944094000,40, , ,3,0.360704010175000,0.005116659964820
234,0,OAH22,1,10/04/2018,PLUT, ,92,OAH22_01_10/04/2018_PLUT_0092,0.001622247758530,0.165124496360000,60, , ,3,0.165171080838000,0.001622820039160
235,0,OAH22,1,10/04/2018,PLIC, ,94,OAH22_01_10/04/2018_PLIC_0094,0.018968872018000,0.775888419745000,47, , ,3,0.775605779003000,0.018968549969800
236,0,OAH22,1,10/04/2018,PLUT, ,95,OAH22_01_10/04/2018_PLUT_0095,0.020469032491100,0.811607270409000,42, , ,3,0.811559825119000,0.020467330074600
237,0,OAH22,1,10/04/2018,PLUT, ,96,OAH22_01_10/04/2018_PLUT_0096,0.000394903073993,0.077986927913600,42, , ,3,0.077904059665700,0.000393749995716
238,0,OAH22,1,10/04/2018,PLUT, ,97,OAH22_01_10/04/2018_PLUT_0097,0.005665104563580,0.304855098355000,58, , ,3,0.304690610692000,0.005664555023100
239,0,OAH22,2,10/04/2018, PMEA, ,99,OAH22_02_10/04/2018_ PMEA_0099,0.039859504596200,0.873533817685000,66, , ,3,0.873445062567000,0.039859075059700
240,0,OAH22,2,10/04/2018, PMEA, ,100,OAH22_02_10/04/2018_ PMEA_0100,0.014073056031800,0.465834358264000,64, , ,3,0.465808852509000,0.014075194957100
241,0,OAH22,6,10/04/2018, PMEA, ,101,OAH22_06_10/04/2018_ PMEA_0101,0.027526621587700,0.700483198484000,63, , ,3,0.700441520201000,0.027523659980600
242,0,OAH22,6,10/04/2018, PMEA, ,102,OAH22_06_10/04/2018_ PMEA_0102,0.011822525146600,0.433464220125000,65, , ,3,0.433617404738000,0.011822735059800
243,0,OAH22,3,10/04/2018, PMEA, ,103,OAH22_03_10/04/2018_ PMEA_0103,0.014470760298800,0.468157277566000,68, , ,3,0.468439991596000,0.014470635020800
244,0,OAH22,3,10/04/2018, PMEA, ,104,OAH22_03_10/04/2018_ PMEA_0104,0.024645266593400,0.607597740962000,69, , ,3,0.607603386446000,0.024643530047900
245,0,OAH22,3,10/04/2018, PMEA, ,105,OAH22_03_10/04/2018_ PMEA_0105,0.066951025475600,1.173486193320000,70, , ,3,1.173392573440000,0.066948164971200
246,0,OAH22,3,10/04/2018, PMEA, ,106,OAH22_03_10/04/2018_ PMEA_0106,0.014268369828000,0.569175647858000,72, , ,3,0.569174789600000,0.014271024989600
247,0,OAH22,8,10/04/2018, PMEA, ,107,OAH22_08_10/04/2018_ PMEA_0107,0.025623657163200,0.636583048267000,73, , ,3,0.636584473057000,0.025624884970500
248,0,OAH22,4,10/04/2018, PMEA, ,108,OAH22_04_10/04/2018_ PMEA_0108,0.031268940659600,0.823181479889000,74, , ,3,0.823350907364000,0.031273230050400
249,0,OAH22,4,10/04/2018, PMEA, ,109,OAH22_04_10/04/2018_ PMEA_0109,0.023912554103100,0.640226611148000,75, , ,3,0.640322025772000,0.023912185080900
250,0,OAH22,1,10/04/2018,PLUT, ,110,OAH22_01_10/04/2018_PLUT_0110,0.006006169762300,0.291768356723000,59, , ,3,0.291816054130000,0.006007754969600
251,0,OAH22,1,10/04/2018,PLUT, ,111,OAH22_01_10/04/2018_PLUT_0111,0.020784053778800,0.639896822108000,61, , ,3,0.639776593843000,0.020778094994000
252,0,OAH22,1,10/04/2018,PLUT, ,112,OAH22_01_10/04/2018_PLUT_0112,0.221314105981000,3.692266281020000,62, , ,3,3.692209511860000,0.221312264955000
253,0,OAH22,1,10/04/2018,MOSP, ,113,OAH22_01_10/04/2018_MOSP_0113,0.004853790471800,0.390380456010000,76, , ,3,0.390275817629000,0.004856184985930
254,0,OAH22,1,10/04/2018,MOSP, ,114,OAH22_01_10/04/2018_MOSP_0114,0.002501675633510,0.317683842087000,77, , ,3,0.317684439989000,0.002502289996880
255,0,OAH22,16,10/04/2018,PMEA, ,116,OAH22_16_10/04/2018_PMEA_0116,0.027658228105600,0.781986374658000,122, , ,3,0.782035990638000,0.027655815024200
256,0,OAH22,14,10/04/2018,PMEA, ,118,OAH22_14_10/04/2018_PMEA_0118,0.024436761307000,0.630356320661000,123, , ,3,0.630271592975000,0.024432789913700
257,0,OAH22,16,10/04/2018,PMEA, ,117,OAH22_16_10/04/2018_PMEA_0117,0.012012057828000,0.479869183665000,121, , ,3,0.479880260482000,0.012012085000000
258,0,OAH22,13,10/04/2018,PMEA, ,119,OAH22_13_10/04/2018_PMEA_0119,0.013584674518300,0.451404941827000,125, , ,3,0.451418979912000,0.013585240030600
259,0,OAH22,2,10/04/2018,POSP, ,274,OAH22_02_10/04/2018_POSP_0274,0.003816260045890,0.231719990140000,206, , ,3,0.231624171496000,0.003813455018270
260,0,OAH22,2,10/04/2018,POSP, ,275,OAH22_02_10/04/2018_POSP_0275,0.009674314637220,0.398503094844000,207, , ,3,0.398373405931000,0.009673070038410
261,0,OAH22,2,10/04/2018,POSP, ,276,OAH22_02_10/04/2018_POSP_0276,0.231826775885000,3.476108942340000,205, , ,3,3.476129976010000,0.231821810000000
262,0,OAH22,2,10/04/2018,POSP, ,278,OAH22_02_10/04/2018_POSP_0278,0.000926384977414,0.111998492532000,214, , ,3,0.111963995181000,0.000925695014263
263,0,OAH22,2,10/04/2018,POSP, ,279,OAH22_02_10/04/2018_POSP_0279,0.000551009473467,0.113019014941000,346, , ,3,0.113241057368000,0.000551049999879
264,0,OAH22,2,10/04/2018,POSP, ,280,OAH22_02_10/04/2018_POSP_0280,0.000083232435705,0.034867843676500,347, , ,3,0.034893701576800,0.000083460004739
265,0,OAH22,2,10/04/2018,POSP, ,281,OAH22_02_10/04/2018_POSP_0281,0.001785229459430,0.161258508480000,212, , ,3,0.161377098033000,0.001785635029760
266,0,OAH22,2,10/04/2018,POSP, ,282,OAH22_02_10/04/2018_POSP_0282,0.010432325545400,0.606400359956000,208, , ,3,0.606386633119000,0.010432990003900
267,0,OAH22,2,10/04/2018,POSP, ,283,OAH22_02_10/04/2018_POSP_0283,0.001394678092230,0.150088660826000,211, , ,3,0.150232389677000,0.001396824998960
268,0,OAH22,2,10/04/2018,POSP, ,284,OAH22_02_10/04/2018_POSP_0284,0.017862582578300,0.561664563634000,213, , ,3,0.561428201392000,0.017865159953400
269,0,OAH22,2,10/04/2018,POSP, ,285,OAH22_02_10/04/2018_POSP_0285,0.000715996918054,0.100128357272000,209, , ,3,0.100058771290000,0.000715525009048
270,0,OAH22,6,10/04/2018,POSP, ,286,OAH22_06_10/04/2018_POSP_0286,0.001451248403430,0.144470414194000,216, , ,3,0.144496800545000,0.001451950002780
271,0,OAH22,6,10/04/2018,POSP, ,287,OAH22_06_10/04/2018_POSP_0287,0.004061763251090,0.243681763755000,217, , ,3,0.243618124053000,0.004061029974730
272,0,OAH22,6,10/04/2018,POSP, ,288,OAH22_06_10/04/2018_POSP_0288,0.000404892226960,0.077140175295900,218, , ,3,0.077118743472300,0.000404670030281
273,0,OAH22,6,10/04/2018,POSP, ,289,OAH22_06_10/04/2018_POSP_0289,0.012723459485700,0.519240572621000,228, , ,3,0.519361144521000,0.012719530005800
274,0,OAH22,6,10/04/2018,POSP, ,290,OAH22_06_10/04/2018_POSP_0290,0.010275858469000,0.641791743432000,229, , ,3,0.641582420258000,0.010276994940800
275,0,OAH22,6,10/04/2018,POSP, ,291,OAH22_06_10/04/2018_POSP_0291,0.022262648161100,0.594279405075000,219, , ,3,0.594459022429000,0.022262999983700
276,0,OAH22,6,10/04/2018,POSP, ,292,OAH22_06_10/04/2018_POSP_0292,0.007061785059610,0.365534429025000,220, , ,3,0.365448936598000,0.007059520033730
277,0,OAH22,6,10/04/2018,POSP, ,293,OAH22_06_10/04/2018_POSP_0293,0.000199408177676,0.055353672052800,222, , ,3,0.055404119999300,0.000199710002289
278,0,OAH22,6,10/04/2018,POSP, ,294,OAH22_06_10/04/2018_POSP_0294,0.000060353512222,0.033252262573600,224, , ,3,0.033263484973400,0.000060684998064
279,0,OAH22,6,10/04/2018,POSP, ,295,OAH22_06_10/04/2018_POSP_0295,0.004652641813880,0.405834729929000,230, , ,3,0.405718732769000,0.004649165053360
280,0,OAH22,6,10/04/2018,POSP, ,296,OAH22_06_10/04/2018_POSP_0296,0.000887325758586,0.111313691814000,221, , ,3,0.111266273520000,0.000886010020988
281,0,OAH22,6,10/04/2018,POSP, ,297,OAH22_06_10/04/2018_POSP_0297,0.002227770916550,0.204191560167000,225, , ,3,0.204162593938000,0.002227350000170
282,0,OAH22,2,10/04/2018,POSP, ,298,OAH22_02_10/04/2018_POSP_0298,0.088187889523900,2.320361326160000,226, , ,3,2.320602641550000,0.088188489967300
283,0,OAH22,2,10/04/2018,POSP, ,299,OAH22_02_10/04/2018_POSP_0299,0.020684720297300,0.896950947801000,227, , ,3,0.897004498413000,0.020680540021400
284,0,OAH22,6,10/04/2018,POSP, ,300,OAH22_06_10/04/2018_POSP_0300,0.011970632516900,0.453476747188000,215, , ,3,0.453639630035000,0.011972349937900
285,0,OAH22,6,10/04/2018,POSP, ,301,OAH22_06_10/04/2018_POSP_0301,0.000214460902055,0.053713682810300,223, , ,3,0.053692195732000,0.000214425007523
286,0,OAH22,6,10/04/2018,POSP, ,302,OAH22_06_10/04/2018_POSP_0302,0.008304893074740,0.394784694896000,232, , ,3,0.394968106047000,0.008305824968610
287,0,OAH22,6,10/04/2018,POSP, ,303,OAH22_06_10/04/2018_POSP_0303,0.000662349507332,0.108938860506000,231, , ,3,0.109002653100000,0.000662774978996
288,0,OAH22,6,10/04/2018,POSP, ,304,OAH22_06_10/04/2018_POSP_0304,0.036381121216400,0.752011133912000,233, , ,3,0.751962865069000,0.036387505073700
289,0,OAH22,3,10/04/2018,POSP, ,305,OAH22_03_10/04/2018_POSP_0305,0.015439798974200,0.523110788887000,238, , ,3,0.523219571646000,0.015438125045900
290,0,OAH22,3,10/04/2018,POSP, ,306,OAH22_03_10/04/2018_POSP_0306,0.012054761284700,0.645746739896000,236, , ,3,0.645674421551000,0.012053435060000
291,0,OAH22,3,10/04/2018,POSP, ,307,OAH22_03_10/04/2018_POSP_0307,0.022780273871200,0.646065182250000,234, , ,3,0.646142413994000,0.022785989964600
292,0,OAH22,3,10/04/2018,POSP, ,308,OAH22_03_10/04/2018_POSP_0308,0.000850243108209,0.129694992859000,240, , ,3,0.129722692940000,0.000849819985850
293,0,OAH22,3,10/04/2018,POSP, ,309,OAH22_03_10/04/2018_POSP_0309,0.011010102510900,0.455001941022000,243, , ,3,0.454941699958000,0.011008885021200
294,0,OAH22,3,10/04/2018,POSP, ,310,OAH22_03_10/04/2018_POSP_0310,0.015081096972800,0.510595010774000,241, , ,3,0.510563843156000,0.015081349963600
295,0,OAH22,3,10/04/2018,POSP, ,312,OAH22_03_10/04/2018_POSP_0312,0.011857063158700,0.501896306470000,242, , ,3,0.501868442573000,0.011857799967000
296,0,OAH22,3,10/04/2018,POSP, ,313,OAH22_03_10/04/2018_POSP_0313,0.021962944050400,0.723259519130000,239, , ,3,0.723376411528000,0.021963284984300
297,0,OAH22,3,10/04/2018,POSP, ,315,OAH22_03_10/04/2018_POSP_0315,0.005887607062930,0.314063662307000,244, , ,3,0.313958219932000,0.005886834993740
298,0,OAH22,3,10/04/2018,POSP, ,316,OAH22_03_10/04/2018_POSP_0316,0.001199157258240,0.165534059507000,245, , ,3,0.165480145821000,0.001199874985010
299,0,OAH22,3,10/04/2018,POSP, ,317,OAH22_03_10/04/2018_POSP_0317,0.003553119420090,0.287608923269000,247, , ,3,0.287631928815000,0.003552619988120
300,0,OAH22,3,10/04/2018,POSP, ,318,OAH22_03_10/04/2018_POSP_0318,0.031932265853200,0.774949768255000,246, , ,3,0.774876767675000,0.031926949900400
301,0,OAH22,4,10/04/2018,POSP, ,319,OAH22_04_10/04/2018_POSP_0319,0.000847143416304,0.134393174442000,262, , ,3,0.134306012291000,0.000846689989918
302,0,OAH22,4,10/04/2018,POSP, ,320,OAH22_04_10/04/2018_POSP_0320,0.030213257405800,0.780139148879000,265, , ,3,0.780267177582000,0.030210384996700
303,0,OAH22,4,10/04/2018,POSP, ,322,OAH22_04_10/04/2018_POSP_0322,0.008508528073880,0.518620596872000,251, , ,3,0.518553943195000,0.008507650009870
304,0,OAH22,4,10/04/2018,POSP, ,323,OAH22_04_10/04/2018_POSP_0323,0.015730457361000,0.742672596174000,253, , ,3,0.742946230702000,0.015737104980100
