FID,Id,Site,Circrat,SpeciesCod,ColonyID,PatchID,PatchName,LinkTP_Bac,LinkTP_For,Date,Notes,TimePt,Max_Diam,Poly_Area,Poly_Perim,Shape_Leng,Shape_Area
123,0,OCC_MAI_00,14,PMEA, ,24,OCC_MAI_002_14_12/19/2016_PMEA_0024, ,76,12/19/2016, ,1,0.0000000,0.0047000,0.2663000,0.266209335557000,0.004659520038860
124,0,OCC_MAI_00,14,PMEA, ,25,OCC_MAI_002_14_12/19/2016_PMEA_0025, ,74,12/19/2016, ,1,0.0000000,0.0005000,0.0902000,0.090196504667500,0.000530600020136
125,0,OCC_MAI_00,10,PMEA, ,26,OCC_MAI_002_10_12/19/2016_PMEA_0026, ,64,12/19/2016, ,1,0.0000000,0.0065000,0.3016000,0.301535469547000,0.006459620028780
126,0,OCC_MAI_00,10,PMEA, ,27,OCC_MAI_002_10_12/19/2016_PMEA_0027, ,-99,12/19/2016,Mortality,1,0.0000000,0.0277000,0.7381000,0.738147551023000,0.027745020102200
127,0,OCC_MAI_00,11,PMEA, ,28,OCC_MAI_002_11_12/19/2016_PMEA_0028, ,49,12/19/2016, ,1,0.0000000,0.0482000,1.0338000,1.033837270850000,0.048255760137500
128,0,OCC_MAI_00,11,PMEA, ,29,OCC_MAI_002_11_12/19/2016_PMEA_0029, ,48,12/19/2016, ,1,0.0000000,0.0493000,1.1131001,1.113233886060000,0.049306819901400
129,0,OCC_MAI_00,2,PMEA, ,31,OCC_MAI_002_02_12/19/2016_PMEA_0031, ,50,12/19/2016, ,1,0.0000000,0.0412000,0.8036000,0.803552574864000,0.041160179986100
130,0,OCC_MAI_00,22,PMEA, ,32,OCC_MAI_002_22_12/19/2016_PMEA_0032, ,86,12/19/2016, ,1,0.0000000,0.0010000,0.1220000,0.122025385445000,0.001049755019830
131,0,OCC_MAI_00,22,PMEA, ,33,OCC_MAI_002_22_12/19/2016_PMEA_0033, ,79,12/19/2016, ,1,0.0000000,0.0104000,0.3826000,0.382664854960000,0.010363620089500
132,0,OCC_MAI_00,22,PMEA, ,34,OCC_MAI_002_22_12/19/2016_PMEA_0034, ,81,12/19/2016, ,1,0.0000000,0.0170000,0.5692000,0.569246774248000,0.016983945002200
133,0,OCC_MAI_00,16,PGRA, ,35,OCC_MAI_002_16_12/19/2016_PGRA_0035, ,78,12/19/2016, ,1,0.0000000,0.0006000,0.0955000,0.095465255784100,0.000562074965635
134,0,OCC_MAI_00,3,POSP, ,36,OCC_MAI_002_03_12/19/2016_POSP_0036, ,-99,12/19/2016,Mortality,1,0.0000000,0.0008000,0.1116000,0.111774012091000,0.000816769983956
135,0,OCC_MAI_00,3,POSP, ,88,OCC_MAI_002_03_12/19/2016_POSP_0088, ,-99,12/19/2016,Mortality,1,0.0000000,0.0107000,0.3975000,0.397453940309000,0.010746219983800
136,0,OCC_MAI_00,3,POSP, ,89,OCC_MAI_002_03_12/19/2016_POSP_0089, ,163,12/19/2016, ,1,0.0000000,0.0014000,0.1455000,0.145552069626000,0.001426050002530
137,0,OCC_MAI_00,3,POSP, ,90,OCC_MAI_002_03_12/19/2016_POSP_0090, ,162,12/19/2016, ,1,0.0000000,0.0034000,0.2179000,0.217866176272000,0.003420384961710
138,0,OCC_MAI_00,3,POSP, ,91,OCC_MAI_002_03_12/19/2016_POSP_0091, ,161,12/19/2016, ,1,0.0000000,0.0004000,0.0827000,0.082757770700700,0.000439035020210
139,0,OCC_MAI_00,3,POSP, ,92,OCC_MAI_002_03_12/19/2016_POSP_0092, ,164,12/19/2016, ,1,0.0000000,0.0003000,0.0664000,0.066371342504800,0.000268425001803
140,0,OCC_MAI_00,5,PMEA, ,93,OCC_MAI_002_05_12/19/2016_PMEA_0093, ,-99,12/19/2016,Mortality,1,0.0000000,0.0054000,0.2924000,0.292626353108000,0.005388909992700
141,0,OCC_MAI_00,1,POSP, ,94,OCC_MAI_002_01_12/19/2016_POSP_0094, ,137,12/19/2016, ,1,0.0000000,0.0022000,0.1933000,0.193209389851000,0.002171125006880
142,0,OCC_MAI_00,1,POSP, ,95,OCC_MAI_002_01_12/19/2016_POSP_0095, ,"134,135,136",12/19/2016,Fission,1,0.0000000,0.0085000,0.3849000,0.385017511458000,0.008473020010410
143,0,OCC_MAI_00,1,POSP, ,96,OCC_MAI_002_01_12/19/2016_POSP_0096, ,141,12/19/2016, ,1,0.0000000,0.0004000,0.0789000,0.078997939325600,0.000438145004794
144,0,OCC_MAI_00,1,POSP, ,97,OCC_MAI_002_01_12/19/2016_POSP_0097, ,138,12/19/2016,Fusion,1,0.0000000,0.0007000,0.1039000,0.104014761761000,0.000683214989925
145,0,OCC_MAI_00,1,POSP, ,98,OCC_MAI_002_01_12/19/2016_POSP_0098, ,"139,140",12/19/2016,Fission,1,0.0000000,0.0011000,0.1487000,0.148627499862000,0.001112234969750
146,0,OCC_MAI_00,1,POSP, ,99,OCC_MAI_002_01_12/19/2016_POSP_0099, ,138,12/19/2016,Fusion,1,0.0000000,0.0015000,0.1801000,0.179834890633000,0.001510104965580
147,0,OCC_MAI_00,1,POSP, ,100,OCC_MAI_002_01_12/19/2016_POSP_0100, ,143,12/19/2016, ,1,0.0000000,0.0002000,0.0561000,0.056023369067500,0.000233119982890
148,0,OCC_MAI_00,1,POSP, ,101,OCC_MAI_002_01_12/19/2016_POSP_0101, ,-99,12/19/2016,Mortality,1,0.0000000,0.0020000,0.1798000,0.179749094158000,0.001991939978770
149,0,OCC_MAI_00,1,POSP, ,102,OCC_MAI_002_01_12/19/2016_POSP_0102, ,-99,12/19/2016,Mortality,1,0.0000000,0.0029000,0.2185000,0.218424407154000,0.002899255016130
150,0,OCC_MAI_00,1,POSP, ,103,OCC_MAI_002_01_12/19/2016_POSP_0103, ,-99,12/19/2016,Mortality,1,0.0000000,0.0011000,0.1285000,0.128531848064000,0.001119760017620
151,0,OCC_MAI_00,1,POSP, ,104,OCC_MAI_002_01_12/19/2016_POSP_0104, ,-99,12/19/2016,Mortality,1,0.0000000,0.0010000,0.1178000,0.117768618503000,0.001011845000690
152,0,OCC_MAI_00,1,POSP, ,105,OCC_MAI_002_01_12/19/2016_POSP_0105, ,131,12/19/2016, ,1,0.0000000,0.0001000,0.0490000,0.048999787720000,0.000144789990832
153,0,OCC_MAI_00,1,POSP, ,106,OCC_MAI_002_01_12/19/2016_POSP_0106, ,145,12/19/2016, ,1,0.0000000,0.0134000,0.6301000,0.629913957039000,0.013408879965200
154,0,OCC_MAI_00,2,POSP, ,107,OCC_MAI_002_02_12/19/2016_POSP_0107, ,151,12/19/2016,Fusion,1,0.0000000,0.0013000,0.1490000,0.148971398477000,0.001306280013540
155,0,OCC_MAI_00,2,POSP, ,108,OCC_MAI_002_02_12/19/2016_POSP_0108, ,"150,152",12/19/2016,Fission,1,0.0000000,0.0011000,0.1253000,0.125392808182000,0.001145554991680
156,0,OCC_MAI_00,2,POSP, ,109,OCC_MAI_002_02_12/19/2016_POSP_0109, ,-99,12/19/2016,Mortality,1,0.0000000,0.0012000,0.1424000,0.142391867597000,0.001211905012170
157,0,OCC_MAI_00,2,POSP, ,110,OCC_MAI_002_02_12/19/2016_POSP_0110, ,151,12/19/2016,Fusion,1,0.0000000,0.0091000,0.4593000,0.459517821810000,0.009134114991760
158,0,OCC_MAI_00,2,POSP, ,111,OCC_MAI_002_02_12/19/2016_POSP_0111, ,-99,12/19/2016,Mortality,1,0.0000000,0.0005000,0.0786000,0.078556738556000,0.000454354971234
159,0,OCC_MAI_00,2,POSP, ,112,OCC_MAI_002_02_12/19/2016_POSP_0112, ,157,12/19/2016, ,1,0.0000000,0.0035000,0.2809000,0.281008787691000,0.003485874971480
160,0,OCC_MAI_00,2,POSP, ,113,OCC_MAI_002_02_12/19/2016_POSP_0113, ,-99,12/19/2016,Mortality,1,0.0000000,0.0007000,0.1024000,0.102405523009000,0.000659639988995
161,0,OCC_MAI_00,2,POSP, ,114,OCC_MAI_002_02_12/19/2016_POSP_0114, ,-99,12/19/2016,Mortality,1,0.0000000,0.0004000,0.0812000,0.081161897071600,0.000432614998017
162,0,OCC_MAI_00,2,POSP, ,115,OCC_MAI_002_02_12/19/2016_POSP_0115, ,-99,12/19/2016,Mortality,1,0.0000000,0.0009000,0.1194000,0.119421420504000,0.000949620010791
163,0,OCC_MAI_00,2,POSP, ,116,OCC_MAI_002_02_12/19/2016_POSP_0116, ,149,12/19/2016,Fusion,1,0.0000000,0.0007000,0.1001000,0.100181807153000,0.000713395015586
164,0,OCC_MAI_00,2,POSP, ,118,OCC_MAI_002_02_12/19/2016_POSP_0118, ,"159,160",12/19/2016,Fission,1,0.0000000,0.0008000,0.1108000,0.110851804761000,0.000757719996216
165,0,OCC_MAI_00,2,POSP, ,119,OCC_MAI_002_02_12/19/2016_POSP_0119, ,177,12/19/2016, ,1,0.0000000,0.0007000,0.1043000,0.104196464150000,0.000665684993975
166,0,OCC_MAI_00,2,POSP, ,120,OCC_MAI_002_02_12/19/2016_POSP_0120, ,-99,12/19/2016,Mortality,1,0.0000000,0.0012000,0.1469000,0.146895408454000,0.001154564993990
167,0,OCC_MAI_00,2,POSP, ,121,OCC_MAI_002_02_12/19/2016_POSP_0121, ,154,12/19/2016, ,1,0.0000000,0.0016000,0.1515000,0.151474896268000,0.001586115025150
168,0,OCC_MAI_00,2,POSP, ,122,OCC_MAI_002_02_12/19/2016_POSP_0122, ,147,12/19/2016, ,1,0.0000000,0.0006000,0.0998000,0.099756282131800,0.000625060003568
169,0,OCC_MAI_00,2,POSP, ,123,OCC_MAI_002_02_12/19/2016_POSP_0123, ,148,12/19/2016, ,1,0.0000000,0.0003000,0.0786000,0.078508369278400,0.000338274987448
170,0,OCC_MAI_00,2,POSP, ,124,OCC_MAI_002_02_12/19/2016_POSP_0124, ,-99,12/19/2016,Mortality,1,0.0000000,0.0014000,0.1632000,0.163043688626000,0.001439605023580
171,0,OCC_MAI_00,2,POSP, ,125,OCC_MAI_002_02_12/19/2016_POSP_0125, ,146,12/19/2016, ,1,0.0000000,0.0006000,0.0920000,0.092041663148900,0.000572020032197
172,0,OCC_MAI_00,2,POSP, ,126,OCC_MAI_002_02_12/19/2016_POSP_0126, ,158,12/19/2016, ,1,0.0000000,0.0012000,0.1323000,0.132404166560000,0.001175550007910
173,0,OCC_MAI_00,2,PMEA, ,127,OCC_MAI_002_02_12/19/2016_PMEA_0127, ,52,12/19/2016, ,1,0.0000000,0.0008000,0.1077000,0.107711271378000,0.000845170005560
174,0,OCC_MAI_00,2,POSP, ,128,OCC_MAI_002_02_12/19/2016_POSP_0128, ,156,12/19/2016, ,1,0.0000000,0.0026000,0.2855000,0.285505235227000,0.002576299929550
175,0,OCC_MAI_00,0,POSP, ,178,OCC_MAI_002_00_12/19/2016_POSP_0178, ,149,12/19/2016,Fusion,1,0.0000000,0.0003000,0.0629000,0.062721502184800,0.000259415020865
176,0,OCC_MAI_00,0,POSP, ,179,OCC_MAI_002_00_12/19/2016_POSP_0179, ,149,12/19/2016,Fusion,1,0.0000000,0.0001000,0.0390000,0.038882445569700,0.000090115003176
177,0,OCC_MAI_00,0,POSP, ,180,OCC_MAI_002_00_12/19/2016_POSP_0180, ,175,12/19/2016, ,1,0.0000000,0.0031000,0.2414000,0.241478937980000,0.003126005003340
