"Genus_Code","REGION","SiteStock_median","SiteStock_mean","SiteStock_q05","SiteStock_q95"
"MOSP","MHI",0.00291893508790655,0.00291893508790655,0.00291893508790655,0.00291893508790655
"POCS","MHI",0.00203884061385517,0.00203884061385517,0.00203884061385517,0.00203884061385517
"POSP","MHI",0.00408983625508535,0.00408983625508535,0.000846382140348428,0.00733329036982227
