"GENUS_CODE","REGION","SectorStock_median","SectorStock_MD_CI95_LO","SectorStock_MD_CI95_HI","SectorStock_mean","SectorStock_MN_CI95_LO","SectorStock_MN_CI95_HI","MD.RecVal_Sec_All","MD.CI95_LO.RecVal_Sec_All","MD.CI95_HI.RecVal_Sec_All","MN.RecVal_Sec_All","MN.CI95_LO.RecVal_Sec_All","MN.CI95_HI.RecVal_Sec_All"
"MOSP","MHI",0.0133257155975626,0.00143501323751958,0.0251283143384221,0.0672676860312762,0.0193924357129263,0.115142936349626,0.0111842827010337,0.000783972998460567,0.017280593808439,0.0325241221838367,0.00524104529400771,0.0598071990736657
"POCS","MHI",0.00363885384435921,0.000644746234058905,0.00851189966028155,0.00771627632883965,0.000746672750297916,0.0146858799073814,0.00694019368544034,7.99456330090104e-05,0.0127511109685528,0.0155673489820811,-0.0068285444309009,0.0391842109426772
"POSP","MHI",0.00602238194690757,0.000871799491635871,0.00956489184626326,0.00651443605173856,0.000930233058798271,0.0120986390446788,0.00390470316958358,0.000931850669489916,0.00645996219925351,0.00771095501815633,0.00224092571254636,0.0131809843237663
"SSSS","MHI",0.00759015815089826,0.00158562676400205,0.0127489612740777,0.00904443399317754,0.00325215541837963,0.0148367125679754,0.00572918028828618,0.00135540230845892,0.00964651203559403,0.00973676029781448,0.00236996674777568,0.0171035538478533
